Transaction Type,Project Name,Status,Order Creation Date,Order Number,Process Group,ABT_Sch_Compl_Date,ABT_Act_Compl_Date,BD_Act_Compl_Date,Order Actual Sales No Freight,Order Est Weight Tons,Order Eng Manifest Total Tons,Order Actual Shipped Tons,Budget Hours,Actual Hours,Engineering Amt,Order Est Margin No Freight,Order Est Margin % No Freight,Order Actual Margin,Order Actual Margin %,Complexity,ECK_Date,ECK_Lead_Wks,Division,Region
GB/WS-CUSTOM-BLDR,HAZ-MAT RESPONSE 2/5/18,CLOSED,2018-02-05,1802140701,MXC,2018-03-20,2018-03-20,2018-04-23,170467.94,44.9595,44.521757935,44.521757935,185,190.25,20104.24,28422.11,16.67,12832.01,7.06,Moderate (100-200),2018-04-20,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HCME CORPORATE OFFICE BUILDING,CLOSED,2019-03-12,1900565301,MXC,2019-05-03,2019-05-07,2019-05-30,143509.69,45.6755,43.292613515,43.292613515,215,156.25,31500.2,27314,19.03,41253.88,27.15,Complex (200-400),2019-05-30,11.2857142857143,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HD INDOOR RV/BOAT  STORAGE,CLOSED,2016-04-05,1600797601,MXC,2016-05-11,2016-05-11,2017-02-08,190333,70.3765,74.703103605,74.703103605,164,177.6,0,52545,27.61,32714.64,17.19,Moderate (100-200),2016-10-31,,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HD INDOOR RV/BOAT STORAGE,CLOSED,2016-04-05,1600797101,MXC,2016-05-12,2016-05-12,2017-02-06,106259.98,36.1765,40.66636599,40.66636599,143,126.5,0,28419,26.74,13419.74,12.63,Moderate (100-200),2016-10-20,,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HEARTHSIDE FOODS-OMEGA 3/25/20,ENTERED,2020-03-25,2000608301,MXC,2020-04-02,2020-04-02,,0,6.832,0,0,88,48.75,0,9598.98,29.68,1,0.1,Simple (<=100),2020-05-01,5.28571428571429,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HEARTLAND EXPRESS,CLOSED,2016-12-16,1602852901,MXC,2017-02-09,,2017-03-10,71034,20.745,24.25191582,24.25191582,130,145.5,19975,13788,19.41,15171.59,20.02,Moderate (100-200),2017-03-09,,BUTLER,BWE
GB/WS-CUSTOM-BLDR,HEATEC 2014,CLOSED,2014-10-17,1402031201,MEX,,,2014-12-15,65513.01,21.8745,21.058308135,21.058308135,148,235.5,17985,13087,19.98,9585.67,14.32,Moderate (100-200),2014-12-12,,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HECTOR AGRI TRADING 5/25/16,CLOSED,2016-05-25,1601234401,MXC,,,2016-06-29,76206.99,22.814,22.99206116,22.99206116,63,46.25,8741,24592,32.27,33434.41,42.39,Simple (<=100),2016-06-28,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HEIDELBERG BAKERY,CLOSED,2015-04-13,1500618001,MXC,,,2015-08-04,470544.95,65.792,126.38236299,126.38236299,64,113.5,7711.34,46129.94,9.8,105845.23,22.17,Simple (<=100),2015-06-11,,BUTLER,BEA
GB/WS-CUSTOM-BLDR,"HEIDER & BOTT CO, INC. 1/28/16",CLOSED,2016-01-28,1600185801,MXC,2016-02-25,2016-02-25,2016-03-22,79143.3,24.446,24.07639096,24.07639096,216,246.75,30763,15227.23,19.24,20447.81,25.01,Complex (200-400),2016-03-22,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HELENA CHEMICAL CO.,CLOSED,2015-03-27,1500520101,MXC,2015-04-23,2015-04-23,2015-08-26,26785.01,7.208,6.43048207,6.43048207,94,60.5,9847,6024,22.49,10488.77,39.16,Simple (<=100),2015-08-25,,BUTLER,BWE
GB/WS-CUSTOM-BLDR,HELPING HANDS CHILD CARE 9-30,CLOSED,2016-09-30,1602282801,MXC,,,2016-11-10,57766,18.3795,18.74333069,18.74333069,108,84.1,14455,16606,28.75,22765.65,39.41,Moderate (100-200),2016-11-09,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HENDERSON MUNICIPAL SRVCS 4/27,CLOSED,2016-04-27,1600998001,MXC,2016-06-01,2016-06-01,2016-07-08,66810.29,29.7265,31.085291475,31.085291475,84,65.1,6144.6,11070.75,16.57,12387.44,17.84,Simple (<=100),2016-07-07,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HENDERSON MUNICIPAL SRVCS 4/28,CLOSED,2016-04-28,1600998401,MXC,2016-06-02,2016-06-02,2016-07-06,45215.98,19.0775,19.71710489,19.71710489,78,55.25,5659.5,7340.09,16.23,8583.24,17.95,Simple (<=100),2016-07-05,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HENDERSON MUNICIPAL SRVCS 4/28,CLOSED,2016-04-28,1600998901,MXC,2016-06-02,2016-06-02,2016-07-13,45389.9,18.4435,20.266655615,20.266655615,76,62,5497.8,7383.16,16.27,6988.82,14.56,Simple (<=100),2016-07-12,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HENDERSON MUNICIPAL SRVCS 5/10,CLOSED,2016-05-10,1601101801,MXC,2016-06-21,2016-06-21,2016-08-09,103075.31,39.6205,40.533347285,40.533347285,178,138,25835.64,14997.24,14.55,25310.34,23.66,Moderate (100-200),2016-08-09,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HEPPNERS AUTO BODY 11/29/17,CLOSED,2017-11-29,1702820401,MXC,,2018-01-09,2018-04-04,8878,0,0,0,87,81.75,0,3873,43.62,2634.25,29.67,Simple (<=100),2018-01-25,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HERITAGE CONCRETE,CLOSED,2016-02-16,1600394901,LAU,2016-03-01,2016-03-01,2016-05-16,93457,36.3915,37.38851084,37.38851084,178,229.25,22890,16224.4,17.36,7991.37,8.4,Moderate (100-200),2016-05-10,,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HEYWORTH CUSD GYM 5/17/19,CLOSED,2019-05-17,1901116301,MXC,2019-08-27,2019-06-27,2019-09-17,451430.36,121.946,109.429963945,109.429963945,430,518,72534,85437.06,18.93,159134.34,34.57,High Complex (400-800),2019-09-12,16.8571428571429,BUTLER,BCT
GB/WS-CUSTOM-BLDR,"HFT SANDUSKY, OH 1/25/18",CLOSED,2018-01-25,1802064601,MXC,2018-02-12,2018-02-12,2018-05-18,109920.53,39.381,44.1943586,44.1943586,79,146,8233.48,26121.05,23.76,5035.19,4.47,Simple (<=100),2018-05-17,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HFT-LOUISVILLE 11/5/18.,CLOSED,2018-11-05,1804445701,MXC,,,2019-01-22,133713.06,45.594,53.62911694,53.62911694,91,218,9217.1,28278.32,21.15,10424.46,7.59,Simple (<=100),2019-01-21,11,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HH BARNUM 6/9/16,CLOSED,2016-06-09,1601377901,KAN,2016-06-16,2016-06-13,2016-08-09,192527.98,63.3245,54.510571345,54.510571345,160,160,23539,41435,21.52,50482.29,25.3,Moderate (100-200),2016-08-05,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HIDAY MOTORS 4/15/15,CLOSED,2015-04-15,1500634601,CE1,2015-05-21,2015-05-20,2015-06-30,201013.29,58.037,60.33086344,60.33086344,603,860.75,64103.65,33636,16.73,32600.15,15.7,High Complex (400-800),2015-06-30,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HIGH TECH SOLUTIONS 4/18/16,CLOSED,2016-04-18,1600914001,MXC,2016-05-27,2016-05-26,2016-07-15,214567,79.3895,75.422150005,75.422150005,268,290.25,40870,50183,23.39,60552.09,28.22,Complex (200-400),2016-07-14,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HIGHWAY EQUIPMENT,CLOSED,2019-09-24,1902057001,MXC,,,2020-01-29,131086.01,34.7365,33.0618891,33.0618891,210,182,23182,45002,34.33,50614.28,37.65,Complex (200-400),2020-01-28,18,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HILBERS NEW OFFICE,CLOSED,2017-05-30,1701373901,MXC,2017-07-07,2017-07-07,2017-08-24,193102.01,71.7715,58.417170615,58.417170615,384,364.15,52037,43877,22.72,74258.22,37.7,Complex (200-400),2017-08-24,,BUTLER,BWE
GB/WS-CUSTOM-BLDR,HILBERS SHOP,CLOSED,2017-06-12,1701481601,MXC,2017-08-29,2017-08-29,2017-11-17,133529.99,39.3115,44.23211551,44.23211551,229,211.2,33871,27427,20.54,25458.79,18.79,Complex (200-400),2017-11-17,,BUTLER,BWE
GB/WS-CUSTOM-BLDR,HILLS PET FOODS 8/13/15,CLOSED,2015-08-13,1501420001,KAN,2015-09-15,2015-09-15,2015-09-22,37375,5.7475,5.366684525,5.366684525,135,68.5,18537,1864,4.99,11756.11,32.01,Moderate (100-200),2015-09-21,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HILLSIDE CUSTOM WELDING AND FA,CLOSED,2018-03-05,1802423701,ANN,,,2018-07-26,962519.08,300.3195,263.713936395,263.713936395,781,585.5,98178.96,260197,27.03,332186.34,33.91,High Complex (400-800),2018-07-25,,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HILMAR CHEESE BLDG 10,CLOSED,2015-05-29,1500951901,MXC,,,2015-10-13,46187.78,10.118,13.451023135,13.451023135,94,133.75,1368.5,12696.86,27.49,8041.27,17.09,Simple (<=100),2015-10-09,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HILTON HEAD CHRISTIAN ACADEMY,ENTERED,2020-01-15,2000083301,MXC,2020-02-17,2020-02-19,,0,125.1195,0,0,320,182.5,0,116630.79,28.64,0,0,Complex (200-400),2020-05-14,17.1428571428571,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HITCHDOC,CLOSED,2018-05-24,1803186601,MXC,2018-06-15,2018-06-15,2018-10-04,189589,56.031,56.319055915,56.319055915,181,285.75,26748,47224,24.91,49848.95,25.69,Moderate (100-200),2018-10-02,,BUTLER,BWE
GB/WS-CUSTOM-BLDR,HJ BRANDELES NEW FACILITY,CLOSED,2018-11-21,1804572501,ANN,,,2019-04-02,777327.92,253.366,245.6015074,245.6015074,852,1239,92479.2,182672,94,206583.44,101.56,Very High Complex (>800),2019-04-02,18.8571428571429,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HME 12/28/15,CLOSED,2015-12-28,1502359101,MXC,2016-01-19,2016-01-19,2016-02-04,49127,15.542,15.160271405,15.160271405,79,108.6,7294,11284.98,22.97,12387.64,24.77,Simple (<=100),2016-02-03,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HMH FIRST CARE,CLOSED,2018-05-21,1803161001,ANN,2018-08-17,2018-08-17,2018-10-05,453536,131.932,94.64929404,94.64929404,864,1372,71956,130684,115.24,158008.76,136.32,Very High Complex (>800),2018-10-05,,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HOLLAND ROAD OFFICE WHS.,CLOSED,2017-05-05,1701185501,IN,2017-06-19,2017-06-19,2017-07-06,158556,38.2555,39.66106241,39.66106241,493,553,63121,45722,28.84,47953.98,29.87,High Complex (400-800),2017-07-06,,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HOLY CROSS LUTHERAN CHURCH,CLOSED,2018-08-31,1803940901,MXC,2018-11-21,2018-11-21,2018-12-19,102305.23,33.152,34.572158225,34.572158225,128,154.75,17352.75,28122,27.49,26953.66,25.55,Moderate (100-200),2018-12-18,,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HOLY CROSS PARISH,CLOSED,2017-07-03,1701564201,MXC,2017-08-22,2018-08-13,2018-09-14,129756.99,36.6405,37.465454995,37.465454995,150,154,16003,30367,23.4,42678.43,30.99,Moderate (100-200),2018-09-14,,BUTLER,BWE
GB/WS-CUSTOM-BLDR,HOME CITY ICE 2/27/18,CLOSED,2018-02-27,1802362401,MXC,2018-04-12,2018-04-12,2018-06-07,180905.69,51.4555,51.071180805,51.071180805,191,221.25,23510.4,35230.94,19.48,23266.74,12.55,Moderate (100-200),2018-06-07,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HONAUNAU RODEO ARENA,CLOSED,2015-12-14,1502283401,MXC,,2016-01-04,2016-02-17,74005,23.8145,18.628550365,18.628550365,115,137.25,16916,19180,25.92,29114.32,39.34,Moderate (100-200),2016-02-16,,BUTLER,BWE
GB/WS-CUSTOM-BLDR,HOODS NEW LOADING DOCK 3/21/18,CLOSED,2018-03-21,1802601901,MXC,2018-05-14,2018-05-14,2018-05-30,48728.21,13.857,13.822649945,13.822649945,100,114.5,10803.07,6104.67,12.53,6658.66,13.34,Simple (<=100),2018-05-30,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HOPEWELL REV2,CLOSED,2019-02-19,1900377201,KC2,2019-04-22,2019-04-22,2019-05-23,153641.09,31.7455,32.626150525,32.626150525,292,289,50749.6,42348,27.56,48927.18,31.03,Complex (200-400),2019-05-23,13.2857142857143,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HOPEWELL WWTP,CLOSED,2019-03-27,1900690101,MXC,2019-05-13,2019-05-13,2019-06-07,63659,5.6815,7.449468105,7.449468105,57,84.5,5666,7699,12.09,6040.27,9.07,Simple (<=100),2019-06-07,10.2857142857143,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HOPKINS SAND & GRAVEL 4/12/17,CLOSED,2017-04-12,1700993701,KAN,2017-05-05,2017-05-05,2017-06-14,242851,82.0775,78.608628685,78.608628685,308,360,57743,62879,25.89,79217.9,31.76,Complex (200-400),2017-06-14,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HORIZON 2 BAY LENGTH ADDITION,CLOSED,2015-03-30,1500530601,MXC,2015-05-13,2015-05-14,2015-06-05,65189.13,19.8745,21.067829495,21.067829495,109,117.9,11558.24,15365.64,23.57,18953.9,27.62,Moderate (100-200),2015-06-03,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HORMANN FLEXON ADDITION,CLOSED,2017-05-01,1701145101,CE1,2017-08-18,2017-08-18,2017-11-29,867396.5,318.8915,183.356957295,183.356957295,1300,2191.45,230553,175781,20.27,397159.87,43.14,Very High Complex (>800),2017-11-28,,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HORNING'S MARKET,CLOSED,2019-05-28,1901177201,ANN,2019-08-05,,2019-09-06,213881.58,81.3015,88.287986415,88.287986415,171,311.75,18183.47,22517,10.53,-2985.53,-1.34,Moderate (100-200),2019-09-05,14.2857142857143,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HORSESHOE DAM,CLOSED,2015-09-17,1501674201,VIS,,,2015-11-30,55211,9.6945,7.91135488,7.91135488,176,186.75,26034,14464,26.2,17775.42,30.73,Moderate (100-200),2015-11-24,,BUTLER,BWE
GB/WS-CUSTOM-BLDR,HOUSTON-JOHNSON PROJECT,CLOSED,2015-12-28,1502356901,MXC,2016-01-26,2016-01-26,2016-02-18,155523.01,71.3605,74.47582604,74.47582604,102,141.25,9137,24138,15.52,26807.91,16.77,Moderate (100-200),2016-02-17,,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HOWE FAB SHOP ADDITION,CLOSED,2019-07-19,1901566201,IN,,,2019-11-21,257880.8,72.3245,69.713670675,69.713670675,197,259.56,33879,34413,13.34,47276.43,17.32,Moderate (100-200),2019-11-21,17.8571428571429,BUTLER,BWE
GB/WS-CUSTOM-BLDR,HOWLAND UMC,CLOSED,2019-01-10,1900062201,KC2,,,2019-03-29,206755.7,41.628,38.998802325,38.998802325,296,279,51444.56,47397,22.92,50985.15,23.91,Complex (200-400),2019-03-29,11.1428571428571,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HRSD- ATLANTIC TREATMENT PLANT,CLOSED,2017-12-27,1703010901,MXC,2018-02-19,2018-02-19,2019-01-31,85926,18.7535,19.912271525,19.912271525,399,347.25,26625,28043,32.64,10621.28,11.99,Complex (200-400),2019-01-30,57,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HUE QUANG BUDDHIST TEMPLE,CLOSED,2015-06-19,1501087701,MXC,2015-07-22,2015-07-22,2015-08-07,37871.49,14.3415,12.966979525,12.966979525,46,70,4375.17,5612.29,14.82,7890.23,20.27,Simple (<=100),2015-08-07,,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HUFFCUTT 4/27/18,CLOSED,2018-04-27,1802965101,CX,2018-07-27,2018-07-26,2018-09-07,370002.01,86.2525,71.888500615,71.888500615,1050,1383.5,177177,93783,25.35,144951.46,38.44,Very High Complex (>800),2018-09-06,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HUGHES EAST WAREHOUSE ADD 1/19,CLOSED,2017-01-19,1700243701,KAN,2017-02-09,2017-02-09,2017-03-14,123547.48,48.326,48.36139329,48.36139329,67,75.25,6837,31309,25.34,42026.72,33.33,Simple (<=100),2017-03-10,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HUGHES NEW ASSEMBLY 5/16/19,CLOSED,2019-05-16,1901118501,IN,,,2019-08-09,279166.44,117.193,120.64827569,120.64827569,241,328.11,19676.2,58336.33,20.9,54743.8,19.01,Complex (200-400),2019-08-09,12.1428571428571,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HUISMAN FARMS MACHINESHED 2-20,CLOSED,2018-02-20,1802307601,MXC,,,2018-04-18,180504.01,73.2165,74.70219298,74.70219298,119,170.5,12200,40334,22.35,29621.04,15.68,Moderate (100-200),2018-04-17,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HUMMEL STATION ADMIN/WAREHOUSE,CLOSED,2016-05-04,1601050801,MXC,2016-07-27,2016-07-26,2016-09-02,233470.34,68.9955,66.47018742,66.47018742,267,235.65,37637,51897,22.23,63187.87,26.68,Complex (200-400),2016-09-02,,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HUNT BROTHERS 120X100 12-27-16,CLOSED,2016-12-27,1602918801,MXC,,2017-01-21,2017-02-09,133244.01,45.986,46.651226975,46.651226975,124,106.25,16878,30657,23.01,43142.76,31.72,Moderate (100-200),2017-02-09,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HUNTING  DEARBORN,CLOSED,2014-09-02,1401707201,CX,2014-09-05,2014-09-05,2014-11-10,143224.99,33.46,29.0008214,29.0008214,762,864.05,78749,36803,25.7,42385.59,29.01,High Complex (400-800),2014-11-10,,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HURT PARK GYM,CLOSED,2017-10-24,1702546801,MXC,2017-11-17,2017-11-17,2018-01-08,84154,24.0645,25.03758838,25.03758838,103,120,7754,20129,23.92,22408.29,25.8,Moderate (100-200),2018-01-05,,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HVFHUB MAINTENANCE BLDG,ENTERED,2020-03-02,2000435201,KC2,2020-04-27,,,0,92.7825,0,0,311,72.75,0,63702,22.55,0,0,Complex (200-400),2020-06-25,16.4285714285714,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HWH CORP 5/5/17,CLOSED,2017-05-05,1701182901,MXC,2017-05-22,2017-05-22,2017-06-21,210488,86.713,86.75301043,86.75301043,135,173.6,18234,49235,23.39,66073.43,30.71,Moderate (100-200),2017-06-20,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,HWY 58 FIRE TRAINING CENTER,CLOSED,2018-02-23,1802335101,MXC,2018-04-13,2018-04-11,2018-04-26,60199,18.075,18.20458239,18.20458239,92,123.95,7185,12343,20.5,10255.77,16.76,Simple (<=100),2018-04-26,,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HY-TECH PROPERTY SERVICES NEW,CLOSED,2017-08-14,1701959401,MXC,2017-09-05,2017-09-01,2017-09-29,210422.99,62.291,61.1552567,61.1552567,138,142.25,11157,37939,18.03,48569.36,22.66,Moderate (100-200),2017-09-28,,BUTLER,BEA
GB/WS-CUSTOM-BLDR,HYDROTECH PUMPS,CLOSED,2019-01-02,1804818101,IN,2019-01-25,2019-01-25,2019-03-18,100549.32,31.702,30.18223284,30.18223284,94,119.26,10025.4,24354,24.22,27894.81,27.16,Simple (<=100),2019-02-26,7.85714285714286,BUTLER,BEA
GB/WS-CUSTOM-BLDR,IBERDROLLA SUBSTATION - DETROI,CLOSED,2015-10-29,1501977001,MEX,2016-02-22,2016-02-19,2016-04-24,87184.99,24.308,24.94105047,24.94105047,237,259.75,32616,23588,27.06,22076.24,25.32,Complex (200-400),2016-04-22,,BUTLER,BEA
GB/WS-CUSTOM-BLDR,ICICLE BREWING CO. - BREWING F,CLOSED,2018-07-31,1803685301,MXC,2018-08-13,2018-08-13,2018-11-09,206578,75.647,80.491862665,80.491862665,176,238.1,30216,25249,12.22,34421.82,15.6,Moderate (100-200),2018-11-09,,BUTLER,BWE
GB/WS-CUSTOM-BLDR,ICM-ANDERSONS PEMB 4/21/17,CLOSED,2017-04-21,1701061501,MXC,2017-05-08,2017-05-08,2017-06-01,84958.9,24.2185,22.522787165,22.522787165,95,109.25,12918.8,14902.16,17.54,14570.56,16.32,Simple (<=100),2017-05-31,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,IHC 2020 INTERIOR PARTITION,CLOSED,2020-02-17,2000338801,KC2,,,2020-03-13,22027.28,4.6235,4.12995346,4.12995346,60,61,10362,5668.83,25.74,14034.94,59.88,Simple (<=100),2020-03-13,3.57142857142857,BUTLER,BCT
GB/WS-CUSTOM-BLDR,IMA - ICI METALS ADDN - PO,CLOSED,2019-01-23,1900168501,MXC,2019-03-19,2019-03-19,2019-04-22,246986.08,80.1875,73.39521364,73.39521364,245,220,42580.8,52097,21.09,79268.84,31.28,Complex (200-400),2019-04-18,12.1428571428571,BUTLER,BEA
GB/WS-CUSTOM-BLDR,IMERYS FILTRATION MINERALS,CLOSED,2017-10-05,1702400201,IN,2017-11-16,2017-11-16,2018-03-23,49347,11.539,11.049044065,11.049044065,78,107.49,11442,16262,32.95,20865.69,41.56,Simple (<=100),2018-03-23,,BUTLER,BWE
GB/WS-CUSTOM-BLDR,IMU 3/9/18,CLOSED,2018-03-09,1802478001,MXC,2018-03-28,2018-03-28,2018-05-18,168044.99,67.096,66.426419,66.426419,139,216,15560,34522,20.54,26364.08,15.31,Moderate (100-200),2018-05-17,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,INALFA ADDITION #3,CLOSED,2018-05-30,1803222401,MXC,,,2018-10-22,183815.22,68.4585,64.097391215,64.097391215,153,146.75,12467.57,53491,29.1,57378.24,30.54,Moderate (100-200),2018-10-22,,BUTLER,BEA
GB/WS-CUSTOM-BLDR,INDEPENDENT STAVES,CLOSED,2019-04-29,1900967801,KC2,2019-06-17,,2019-08-16,378588,150.929,143.49560582,143.49560582,626,1036.25,101872,70729,18.68,64716.45,15.32,High Complex (400-800),2019-08-15,15.4285714285714,BUTLER,BEA
GB/WS-CUSTOM-BLDR,INDIA PENTECOSTAL CHURCH,CLOSED,2016-11-08,1602588801,MXC,,2017-01-03,2017-03-27,186990,57.6825,52.98364512,52.98364512,409,459.4,52813,46394,24.81,54134.99,27.73,High Complex (400-800),2017-03-24,,BUTLER,BEA
GB/WS-CUSTOM-BLDR,INDIAN HEAD CAMP,CLOSED,2017-01-16,1700191801,LAU,2017-06-23,2017-06-23,2017-07-21,213021,101.2455,99.08735199,99.08735199,87,149.75,7822,40541,19.03,51656.29,24.05,Simple (<=100),2017-07-21,,BUTLER,BEA
GB/WS-CUSTOM-BLDR,INDIANA BEVERAGE STOR 6/7/17,CLOSED,2017-06-07,1701444901,MXC,2017-06-28,2017-06-28,2017-08-14,536614.39,205.591,196.046079545,196.046079545,220,230.3,30175.65,112453.37,20.96,153938.66,28.01,Complex (200-400),2017-07-27,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,INDIANA RAILROAD BLDG 5/10/17,CLOSED,2017-05-10,1701221101,MXC,2017-06-01,2017-06-01,2017-06-13,66923.47,21.5485,23.16717303,23.16717303,74,90.25,5867.88,11950,17.86,16542.02,24.03,Simple (<=100),2017-06-12,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,INDOT BUILDING 3/21/19,BOOKED,2019-03-21,1900636601,ANN,2019-09-05,,2020-02-04,53447.35,11.4535,16.768598755,15.240023755,115,354.5,12375.1,11151,19.09,-17304.91,-30.31,Moderate (100-200),2020-01-24,44.1428571428571,BUTLER,BCT
GB/WS-CUSTOM-BLDR,INFINITE LOGISTIC SOLUTIONS,CLOSED,2014-06-19,1401185601,SAN,2015-01-14,2015-01-14,2015-02-20,49749.06,15.5315,15.879699065,15.879699065,353,339.75,33512.01,5472.82,11,-18496.25,-37.18,Complex (200-400),2015-02-19,,BUTLER,BWE
GB/WS-CUSTOM-BLDR,INFINITI SERVICE OF COLUMBUS,CLOSED,2017-08-10,1701930101,BUC,,,2018-04-13,152044,35.0005,35.298208735,35.298208735,123,123,6345,29185,19.2,27160.68,17.43,Moderate (100-200),2018-04-12,,BUTLER,BEA
GB/WS-CUSTOM-BLDR,INFINITY METAL FAB 3/1/18,CLOSED,2018-03-01,1802388901,MXC,2018-03-28,2018-03-28,2018-05-11,214151.99,77.48,81.14454945,81.14454945,125,117.5,13486,48256,22.53,47273.23,21.22,Moderate (100-200),2018-05-11,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,INGERSOLL-RAND - LOCKHEED 2/7,CLOSED,2017-02-07,1700404501,KAN,,,2017-07-31,156029.87,42.064,41.791220235,41.791220235,188,254.5,18073,30201,19.36,8847.76,5.5,Moderate (100-200),2017-07-27,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,INGREDION 10/28/16,CLOSED,2016-10-28,1602501101,MXC,,2016-11-21,2017-01-27,83705.54,24.059,23.163681795,23.163681795,125,205.05,19635,16513.17,19.73,18881.53,22.07,Moderate (100-200),2017-01-26,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,INTEL-SUNDT RO BUILDING,CLOSED,2018-11-16,1804549001,IN,2019-01-09,2019-01-09,2019-03-07,277595,59.9345,58.694147735,58.694147735,260,328.01,44785,66499,23.96,102298.97,34.94,Complex (200-400),2019-03-08,16,BUTLER,BWE
GB/WS-CUSTOM-BLDR,IOWA CITY AIRPLANE HANGAR 9/1,CLOSED,2016-09-01,1602051401,MXC,2016-10-05,2016-10-05,2016-11-02,116429,43.0265,43.005127035,43.005127035,143,151.85,21291,11465,9.85,35012.1,29.35,Moderate (100-200),2016-11-02,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,IPEC CRANE BUILDING 9/17/15,CLOSED,2015-09-17,1501683001,IN,2015-10-16,2015-10-08,2015-11-25,193111.56,73.5635,68.602497605,68.602497605,293,285.65,40157,38601,19.99,69869.88,35.02,Complex (200-400),2015-11-24,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,IPSWICH DISTILLERY,CLOSED,2016-05-25,1601226801,LAU,2016-06-27,2016-06-28,2016-09-30,753010,140.571,196.9859354,196.9859354,696,708.5,95344,142510,37.86,121703.7,31.76,High Complex (400-800),2016-08-11,,BUTLER,BEA
GB/WS-CUSTOM-BLDR,IRCO TEST TEKLA PROJECT - TEST,CLOSED,2017-06-05,1701423801,KAN,,,2017-06-05,0,0,57.66707951,57.66707951,0,0,0,0,0,-80432.7,0,Simple (<=100),,,BUTLER,BCT
GB/WS-CUSTOM-BLDR,IRON MOUINTAIN VISITOR CENTER,CLOSED,2016-07-25,1601729901,CAN,2016-09-09,2016-09-09,2016-11-08,165992.99,25.252,41.51437543,41.51437543,533,594.5,76194,-9643,-5.79,25106.45,14.78,High Complex (400-800),2016-11-07,,BUTLER,BEA
GB/WS-CUSTOM-BLDR,IRON MOUNTAIN 12/12/18,CLOSED,2018-12-12,1804712101,KC2,2019-01-11,2019-01-11,2019-03-25,276062,109.82,101.314845975,101.314845975,341,383.25,61654,43922,15.91,70486.33,23.47,Complex (200-400),2019-03-21,14.1428571428571,BUTLER,BCT
